order_id,customer,product,quantity,price,order_date,email,address
36023519-a909-464f-a2eb-45174d68d124,HOLLY GRAHAM,laptop A,42.0,472.87,2024-09-22,,"64653 Kenneth Lake Suite 640, Lake Donaldborough, AS 37393"
ae071fa7-e740-4c01-a005-3d463a04d7a5,NOAH MORAN,laptop D,6.0,488.43,24-Jul-2024,cynthiajohnson@example.net,"PSC 3082, Box 0775, APO AP 99137"
9bbc2c67-712e-4abd-89e5-c40a51b3f350,CHRISTINE WHITE,laptop D,35.0,58.61,2024-06-02,invalid,"USNV Davis, FPO AE 82518"
263d7d2f-a68f-4139-ad41-5d738a8f52dc,MICHAEL ELLIS,laptop A,25.0,377.59,14-Feb-2025,invalid,"28019 David Curve, Rileymouth, ME 79280"
4c30733b-b696-4d99-bbb2-55b434c54d45,MATTHEW ARMSTRONG,laptop C,32.0,461.68,02/06/2025,invalid,"3804 William Crossroad Suite 899, Chelseaport, KY 81217"
9b0b4cc2-fe71-48f3-97a1-9bb774216d5a,ERIN WELCH,laptop A,6.0,413.3,04-May-2024,,"PSC 6190, Box 9898, APO AP 04649"
ecad27a3-51fe-49bc-99e1-efafacee33c7,GARY OCONNOR,laptop C,27.0,274.57,21-Apr-2024,,"28579 Tonya Passage, Vaughnmouth, SC 03710"
20d78abf-e3ba-4ecc-9c48-f29387376121,HEATHER WEISS,laptop B,8.0,301.2,03/25/2024,,"6427 Tiffany River Suite 427, East Edwardside, VA 08329"
72b443e1-a8c3-44f5-93c1-bd733c9f2cf1,TINA LEE,laptop B,14.0,57.67,2025-02-25,williamsemily@example.org,"1210 Eileen Summit, East Matthewbury, OH 79227"
83b934db-a87c-41e9-9142-78bd24ec4eaa,ADRIANA HUANG,laptop C,16.0,420.78,10/12/2024,,"533 Stewart Unions Apt. 104, New Lukeburgh, GA 90157"
0b264be7-fda4-46c4-8acf-99fa0f7bba77,AMANDA MORTON,laptop C,24.0,261.19,03/02/2024,invalid,"Unit 3599 Box 3888, DPO AP 21458"
b41517b2-707c-4f3d-ae42-fa480e1babb2,SHERRY STONE,laptop A,7.0,425.96,29-Jun-2024,jesussimmons@example.net,"930 Nelson Unions Apt. 553, Port Michael, WY 84139"
3048f0ba-2c02-44c1-abc4-6fc59098c390,JEFFERY HALL,laptop A,4.0,138.2,20-Apr-2024,bfrazier@example.net,"62575 Price Fords Apt. 355, South Beth, MA 95131"
96b66cdd-1f31-4f3b-9f01-501612cecd3c,CRYSTAL MARTIN,laptop A,35.0,63.66,2024-05-29,sharon37@example.org,"8357 Corey Junction, Lake Larry, AZ 65787"
65160748-c3c8-48e9-a4dd-5ebc78b45f23,EUGENE DAVIS,laptop C,18.0,249.43,10/24/2024,tmathews@example.org,"302 Mitchell Hill, Henryville, UT 43562"
9600adec-7272-47d2-a6c1-94ab7864fdc3,JENNA JOHNSTON,laptop A,46.0,465.95,2024-08-11,pandersen@example.com,"340 Kimberly Port Suite 820, New Andrewburgh, SD 42392"
0222da1b-150b-49ed-9eea-bf238247b32d,JAIME STEPHENS,laptop C,47.0,46.57,10-Nov-2024,bentonanthony@example.com,"849 Parker Land Suite 343, New Lucasmouth, LA 70435"
83fdd7f1-cb9d-4131-86fd-5f0616eb2100,CHLOE GONZALEZ,laptop C,16.0,379.2,2024-12-07,sarah07@example.net,"758 Jose Lakes Apt. 381, Liuchester, RI 04982"
caf3c6a4-a820-4b34-87fa-202b4c8105ec,TINA JONES,laptop D,43.0,312.66,05/03/2024,invalid,"941 Ruiz Hill, South Devonburgh, IN 40072"
99cf47d8-b1b0-4d08-8ff3-6a7aef86c0a2,KATHERINE SMITH,laptop A,22.0,80.43,18-Oct-2024,invalid,"722 Saunders Junction Suite 737, Carterland, LA 25325"
ed384a11-f054-411b-8f39-8f47c8698f9e,TERESA GILES,laptop A,45.0,37.46,09-Feb-2025,invalid,"8933 Harris Mission Apt. 602, Joseland, MS 01020"
6067ac50-cab3-4c19-acc4-1a30482a4dfc,MEGHAN MCCLURE,laptop A,18.0,389.94,04/22/2024,invalid,"0838 Williams Causeway, New Alexandraberg, MO 93183"
b3b44f9a-ab66-4719-8604-becfc0d8380c,ALFRED CRAIG,laptop D,35.0,245.92,2024-03-26,,"365 Rodriguez Wells Apt. 510, South Kristinaland, IA 25879"
d082141f-46cf-4723-a66a-027e5fe7e1c3,JERRY SINGH,laptop A,45.0,222.77,07/28/2024,invalid,"1028 Ashley Common Suite 579, North Ralphton, MH 57699"
51be40bc-ba61-4d60-a91d-127a930a3de5,DANIEL THOMAS,laptop B,3.0,191.82,16-Jun-2024,laurenmcfarland@example.org,"474 Mary Ports Suite 213, Danielstown, AS 01235"
dd3a714a-a563-40e3-bcc1-bdaa0fbe1ad9,MISS NICOLE ROGERS DVM,laptop A,5.0,227.42,09/22/2024,allisonwaters@example.net,"162 Burgess Causeway Apt. 141, Lake Andrew, GA 57583"
91fd8558-2283-4379-aca6-29f28da61a4d,ADAM THOMAS,laptop D,4.0,137.55,2024-08-04,,"468 Andrews Road, South Jamesville, MN 60679"
e0756595-f667-44ab-92d0-409065314576,BRENDA JOHNSON,laptop D,12.0,165.92,11/18/2024,,"889 Nancy Prairie Suite 729, East William, MH 75662"
54befeb0-8121-4723-a07d-d3548db176f9,DAVID ACOSTA,laptop C,17.0,495.41,2024-03-26,,"370 Keith Plains, Lake Douglasmouth, KY 86425"
a70924af-2563-4fb3-b9d9-cec3e41c029d,WHITNEY ALVARADO,laptop D,18.0,432.3,08/17/2024,invalid,"26808 Mark River, Kristinehaven, OH 73841"
516348b1-0775-4350-b485-55b464c9fd97,DAVID FRANKLIN,laptop A,15.0,278.66,11-May-2024,invalid,"5339 Margaret Prairie Apt. 835, West Virginia, PR 11525"
cbc38045-fdae-443d-be8a-50fa6aabf895,RICHARD TRAVIS,laptop A,31.0,137.6,08-Apr-2024,,"687 Kristina Throughway Apt. 446, Torresport, AZ 01204"
996e4511-9a92-4265-b62d-d9c11d870fdf,TODD DECKER,laptop C,5.0,73.27,23-Mar-2024,shermangabriel@example.org,"PSC 3816, Box 3225, APO AE 56793"
b4c3f466-6f04-46d0-a00c-4f8082aab5b6,VICTORIA JACKSON,laptop D,40.0,398.49,2024-12-26,,"577 Sellers Crossing Suite 822, Rosaleschester, ID 20399"
86bad595-69e0-4606-83b3-3ecb8b58f7de,CARLOS SKINNER,laptop C,25.0,74.33,04/22/2024,invalid,"14513 Blake Port Apt. 373, Smithhaven, PR 15023"
9b1c382b-919d-4585-af46-45185fd91814,ROBERT RAMIREZ,laptop B,23.0,143.14,07-Jul-2024,invalid,"75968 Joshua Haven Apt. 517, Andrewsshire, AZ 21498"
b5897b57-5324-461b-9852-5575592e7c12,TOMMY WOOD,laptop C,21.0,245.14,25-Apr-2024,alicia00@example.org,"417 Price Station, Allenport, IL 61199"
cd8f5fdb-a371-4eb4-9a3c-84ea86945546,DIANA BROWN MD,laptop A,20.0,176.15,05/27/2024,,"72193 Monica Mountain, South Kristin, VT 86286"
74625269-7019-41eb-ad4e-7021b3a33d11,AUSTIN HALL,laptop A,33.0,128.15,04/09/2024,christopher91@example.com,"USCGC Mcdaniel, FPO AA 66514"
ba9c6f18-04d9-450f-98a1-51fe6959854d,ALEXANDRA GARCIA,laptop A,24.0,313.32,29-Aug-2024,nicolesherman@example.net,"750 Mccormick Estates, South Louis, PW 49801"
7d2b1ce0-5f47-4e61-bb2a-8d9d96af0942,JASMINE SNYDER,laptop B,41.0,449.82,2024-06-19,invalid,"0465 Paula Passage, Port Jessicaview, MI 21238"
2e0d479b-f482-4fc9-8f96-fb75522ba3f0,GREGORY SNYDER,laptop C,38.0,196.03,27-Sep-2024,travisellis@example.org,"993 Courtney Inlet, Sherryshire, MT 56504"
580fff74-acac-415d-8e85-b18b0b7620c6,MARY LEWIS,laptop A,25.0,232.89,23-Dec-2024,invalid,"23773 Duran Vista Apt. 656, New Tiffany, MN 72929"
025acaa8-3134-40f6-82d2-8e9da0673d97,MICHELLE DAVIES,laptop C,7.0,87.99,2024-03-07,,"74780 John Motorway Apt. 691, Cruzfurt, AS 14489"
3720bf2c-dc6a-4778-b617-91e2fd9a0a35,DYLAN ODONNELL,laptop D,8.0,209.38,29-Jul-2024,byrdedward@example.org,"3702 Joseph Ports Suite 097, Jessicatown, DE 89489"
,,,,,,,
d3f853e3-64cd-4eb3-a5ac-55fdbe8d13f3,JOEL LANE,laptop C,20.0,185.71,22-Apr-2024,,"280 Nathan Isle Apt. 224, East Jacob, ND 11077"
46ae3fe4-f1e9-432b-812f-f43ec7a557f5,ALEX BOWMAN,laptop A,42.0,401.42,12-Dec-2024,,"1873 Fletcher Ramp Apt. 932, New Carlos, NH 61058"
a1ab86ea-611a-475e-9736-8ed521419090,KAREN SANCHEZ,laptop B,23.0,374.67,23-Jul-2024,,"3178 Brock Villages, Port Michaelborough, KY 12563"
,,,,,,,
bfa498f2-919e-40bf-9522-162e1adf58c1,MIRANDA PAGE,laptop C,45.0,339.81,08/20/2024,invalid,"5133 Corey Inlet Apt. 810, Seanview, AZ 45532"
ed70e9bc-9e0c-4e02-9b10-c0f01e62a213,EVELYN WASHINGTON,laptop D,48.0,460.77,05/30/2024,,"788 Anderson Valleys, Peterborough, UT 19271"
c552b286-6aa1-472e-886e-a2a85028f170,MARISSA MCCOY,laptop A,26.0,140.43,03/18/2024,andersonlindsey@example.com,"684 Grace Hills Apt. 722, Annaview, NJ 99126"
c6206e5a-e5a8-4c79-8841-44dbd051a688,MATTHEW SCHNEIDER,laptop A,8.0,429.06,05/31/2024,nelsonjennifer@example.org,"4076 Christopher Harbor Apt. 301, East Carrie, AK 77706"
cb227ec1-b21f-4e6d-8bae-f5830f0a8377,JESSICA DAVIS,laptop B,40.0,340.02,03/18/2024,,"Unit 0888 Box 4274, DPO AE 04055"
535ab9ba-c174-443f-b27e-a8185c20686a,KAREN SANCHEZ,laptop A,20.0,18.51,02-Jan-2025,katherine00@example.org,"2116 Leah Ports, Christopherview, MA 05407"
42f91752-b12d-4b4a-9ed4-35a119b19a0d,JULIE ANDERSON,laptop C,27.0,89.71,2024-04-01,kyle63@example.org,"00845 Salazar Port Apt. 876, South Travisberg, FL 44881"
23a0766a-3fc9-4b07-bce4-e3b1f079d1f8,JESSE ONEILL,laptop C,47.0,48.34,12/26/2024,dixonholly@example.org,"PSC 6474, Box 4817, APO AA 31055"
45419381-dd42-4368-8f63-225a82eb0b90,STEPHANIE CLARK,laptop A,25.0,64.49,2024-10-05,simpsonkimberly@example.com,"86597 Barber Parks, Mooreborough, IL 38998"
b2313fee-b110-4c21-956f-3777e75518b3,LAUREN REYES,laptop C,12.0,90.02,09-Feb-2025,,"092 Lisa Parkways Suite 962, Lake Jenniferbury, NY 45578"
fe5fb759-ede1-4044-8de0-83c9d03c80b4,BELINDA RAY,laptop D,31.0,493.61,2024-06-20,invalid,"3561 Eric Junction, Lake Susan, PW 09598"
fafe9d56-2266-41a1-b1dd-c36bdcd1b1d4,VICTOR WILLIAMS,laptop D,32.0,442.43,2024-12-30,melissa68@example.com,"PSC 9715, Box 1341, APO AP 78263"
47cf0f08-1d06-4194-b0e8-07ceee24b331,JEFFERY MOORE,laptop C,37.0,444.05,26-Oct-2024,leestephen@example.org,"15525 Hannah Stravenue Suite 404, Christopherburgh, SD 57564"
e0706c87-d5e8-4451-9af7-4ace92bbaf0a,SABRINA BOWMAN,laptop C,19.0,398.62,2024-12-25,maryrussell@example.net,"986 Calderon Estates Suite 740, East Morgan, CT 55468"
31289b9b-fe0c-49d7-89a2-4d9ab4cbf8f9,JOSE RUIZ,laptop B,31.0,490.53,2024-04-16,invalid,"71294 Jeffrey Landing, New Jaketown, NE 43615"
511b5698-5d88-466d-8f0d-d7f024418deb,BRIAN KELLY,laptop A,22.0,181.26,09/20/2024,invalid,"738 Cox Drive, Lake Travisfurt, GU 53173"
09ddbe19-25f0-4747-9d9f-e6fa7dd67d59,MATTHEW CONTRERAS,laptop A,36.0,170.15,18-Apr-2024,dickersonkimberly@example.net,"71288 James Streets Suite 769, North Jamesland, UT 15131"
4afd94d8-0d21-4144-8a42-8e32aa14ff2b,JACOB KEITH,laptop C,3.0,77.18,2025-02-27,invalid,"5374 Amber Unions Suite 577, Davisville, RI 87877"
,,,,,,,
1e1cc346-13ea-4fed-a08d-ab7e791c27fd,LISA SCHMIDT,laptop A,47.0,415.32,16-May-2024,,"Unit 5053 Box 0028, DPO AP 82205"
,,,,,,,
505c689a-f872-4f28-96db-43eb7a32e057,CORY MORENO,laptop A,48.0,115.06,11/08/2024,invalid,"9058 Jonathan Dale Apt. 589, Hernandezmouth, RI 40326"
5abdde25-43af-43de-bc7d-665b59bc43cf,MATTHEW ROBINSON,laptop C,27.0,281.37,2025-01-06,invalid,"50172 Benjamin Gateway, Nelsonmouth, AS 64276"
eb0bef74-0773-40d9-a0a8-17095d3e81c0,TERESA GRANT,laptop C,29.0,280.67,2024-05-12,,"99877 Christopher Fields Apt. 296, Rickeyborough, MD 37255"
d000be94-ccf3-44ad-b9b7-34c9425a23a5,STEPHANIE COLLINS,laptop B,29.0,162.34,27-Sep-2024,invalid,"14704 Cindy Hollow Apt. 750, Sarahburgh, TN 52103"
5913d982-d75a-49fe-af44-ce5eb63ad1c5,JEREMY BARTON,laptop A,19.0,93.79,25-May-2024,,"64296 Dennis Meadows, Markchester, CA 77541"
1576fc5d-fdd7-44b3-81ed-9d9602ba2c8e,JULIE NELSON,laptop A,26.0,434.15,18-Sep-2024,uallen@example.org,"1930 Arthur Summit, East Matthewchester, AL 51404"
,,,,,,,
69cf92da-4d74-4d2a-bf15-7babfd0b8891,BRADLEY MCGUIRE,laptop B,22.0,145.41,08/12/2024,robinsonbobby@example.net,"771 Joseph Stream, North Nicole, KY 02813"
a1dec389-b34c-4aad-819c-4ebfac946cc4,JIMMY GREEN,laptop C,14.0,400.95,11/22/2024,,"4987 Brittany Shoal Apt. 045, Carlahaven, LA 59514"
147aaec7-0a41-4ef4-8e19-02be0974fbc1,HEATHER FOSTER,laptop C,32.0,319.35,08/13/2024,,"777 Pearson Village, Farmermouth, AL 32894"
e74b6957-de45-41ac-898b-902a443d29aa,LISA ELLIS,laptop C,42.0,494.63,2024-11-02,brianafriedman@example.com,"45343 Eaton Extensions, Kathrynstad, KS 96152"
c7d074eb-c13e-4d19-8ee6-012b5e4628a5,RACHEL SANCHEZ,laptop B,5.0,352.13,12/15/2024,invalid,"03257 Anthony Corner Suite 104, Julieton, TX 89735"
ecddcbe0-f985-42e8-abba-fe3d5c4e85e0,MICHELLE WILLIAMS,laptop B,6.0,156.41,2024-03-25,fordchristine@example.org,"5174 Turner Vista, North Marcus, WI 41239"
2819e503-d6f5-418b-a17f-d1cbd86120cc,WILLIAM BAKER,laptop B,4.0,184.77,02/06/2025,cwalker@example.com,"386 Patrick Overpass Suite 975, East Jefferymouth, FM 03179"
c7db1edf-0894-4e21-aebc-eb92fb0bfffe,HANNAH TAYLOR,laptop B,22.0,409.28,01-Jun-2024,invalid,"36606 Wang Court Suite 991, Dorseymouth, ME 32961"
df41b8f8-c3b9-43ef-a1a9-678b866b95d8,LEAH CUNNINGHAM,laptop A,36.0,332.21,27-Feb-2025,invalid,"PSC 7428, Box 1178, APO AP 76666"
839e2032-c8af-4036-878e-c523ffc7eba1,CYNTHIA RODRIGUEZ,laptop A,31.0,312.05,03/09/2024,,"474 Hannah Views Suite 786, Randyland, AS 43705"
def7ce70-c795-4ecd-9217-4e8be565b943,KAYLA MOSES,laptop A,38.0,330.31,2024-10-21,invalid,"235 Johnson Port, Rodriguezmouth, NY 69448"
d542cfbc-59f7-4cd7-a0a4-fd97dfda6ecd,DAVID BELL,laptop D,20.0,118.87,30-Sep-2024,johnstonsamuel@example.org,"30301 Tasha Ramp, Martinezshire, UT 77927"
da654659-e203-45b1-8845-9d17d2badb0f,ANDREW MORRIS,laptop C,25.0,396.69,2024-05-23,ndaniels@example.com,"901 Jeffrey Locks Suite 547, Mannmouth, FM 90351"
3f8f5f8a-b839-494a-bf56-154e2a43da1c,ROBERT JOHNSON,laptop D,8.0,39.18,05/11/2024,invalid,"77361 Smith Station, Fordstad, PR 79927"
8523c6c5-7221-4e01-aa59-0674b1dd9284,JENNIFER SHAW,laptop D,24.0,454.45,22-Apr-2024,,"688 Annette Cove, Peckshire, WV 54884"
cbdf0d1f-d828-4bba-83d6-e60b0d43bc38,PATRICK NELSON,laptop A,6.0,61.71,10/14/2024,,"080 Christina Isle Apt. 689, Danielport, MO 05910"
edc9c90d-1241-43d2-9bc4-47ceb3b07ece,MARISSA MARTINEZ,laptop C,18.0,342.84,01/08/2025,,"942 Blackwell Lake Suite 546, Port Anthony, AZ 66494"
e59ec238-5d16-4ade-be4a-8c8cba2eb42b,JAMES PENA,laptop C,50.0,488.46,30-Jul-2024,garciaamy@example.net,"016 Pennington Hill Apt. 669, Kimberlyburgh, WA 97447"
ce8d9e07-2f8f-407e-ac26-7beaca46d144,JOSHUA GREENE,laptop B,11.0,434.28,01/01/2025,jsnyder@example.org,"8415 Wong Avenue, Lake Williamberg, PA 50898"
57cfa662-0b8a-4392-ab82-c3a95e878a99,MARK RAMIREZ,laptop C,11.0,461.03,2024-05-31,joshua84@example.org,"68489 Julie Shores Apt. 796, West Jacobborough, AS 11361"
aa11e024-5a8e-4b42-97f8-2d92e2b8ce8b,CALEB GORDON,laptop C,30.0,27.37,08/04/2024,invalid,"12431 Marissa Estates Apt. 288, New Antonio, ID 28995"
b7997845-c335-4a1c-b8d5-1dd96cee361e,JASON MYERS,laptop C,25.0,92.03,26-Aug-2024,,"16971 Bailey Lodge Apt. 355, Ryanhaven, IA 69036"
05bc9cde-949d-4a79-a6bf-3d279bef37e2,STACY GARCIA,laptop C,22.0,480.51,25-Oct-2024,rsmith@example.org,"19387 Dickson Glens Apt. 666, East Natalieborough, AS 14154"
237798b0-def7-4a38-abf5-b6d9218b5cf1,MR. TRAVIS SMITH,laptop B,14.0,294.22,28-Oct-2024,sellerspaula@example.com,"73597 Jessica Fords, Matthewburgh, DE 94932"
6937f623-7dbc-4820-9f99-9a34b12424a9,ROBERT BOYD,laptop D,4.0,30.85,04/18/2024,,"31411 Jennifer Lakes, Whitneyburgh, IA 68564"
b8996296-0616-4579-9056-a1246adf1cac,STEPHANIE GREENE,laptop C,24.0,196.24,04-Sep-2024,dillonjoe@example.net,"691 Erin Mall Suite 938, Penashire, NC 11777"
0375d39b-2dd1-4c39-a0b2-8cd0d355b14f,OSCAR THOMPSON,laptop B,45.0,377.85,17-Sep-2024,invalid,"207 Elizabeth Squares Apt. 607, Hansonhaven, LA 56330"
f33b996d-9130-41aa-b639-7d00600d304a,REBECCA JUAREZ,laptop A,46.0,298.61,2024-06-11,garzatara@example.com,"Unit 1667 Box 5767, DPO AE 22210"
357c562b-35fb-477e-b0cc-66dd968926f8,CALEB RAMOS,laptop D,49.0,54.09,2024-06-23,ylong@example.com,"USNV Green, FPO AE 52481"
fb1d9cbc-3916-4b9d-bd89-f3efd7060b87,DANIEL PAYNE,laptop A,37.0,235.17,2024-11-21,nicholas97@example.org,"859 Burch Valleys, East Matthewside, MH 83764"
66ff6c72-6d88-41ab-8d11-9ca5f4d3de85,JACOB CLAYTON,laptop D,16.0,179.12,25-Aug-2024,apatrick@example.com,"713 Powers Point Suite 109, Port David, VI 76412"
6869ab99-ce91-4ea6-87e5-f06fc3464c07,ASHLEY JOHNSON,laptop B,3.0,442.14,11/29/2024,invalid,"203 Tanner Gateway, Hernandezport, FM 98866"
5851953d-f930-478d-b257-09b5ce849841,KARLA FORD,laptop A,43.0,16.94,2024-04-09,rodney02@example.com,"31454 Lopez Village, Lake Philip, OK 98756"
d0cb17f3-d874-4482-81ff-da198cca8961,RUSSELL NUNEZ,laptop B,47.0,68.34,21-Jul-2024,,"2900 Pamela Mount Apt. 929, North Nicolebury, IL 41835"
a7ba679c-bb20-49e7-aa40-372754202d4f,JULIA SOTO,laptop C,18.0,74.89,2025-01-17,jamesgilbert@example.com,"1800 Bailey Via, Jeffreyberg, MP 75725"
78339eb2-143c-4dd7-8c12-888400801367,MORGAN SMITH,laptop C,20.0,38.99,05/31/2024,invalid,"092 Daniel Forges, South Thomasmouth, NM 96740"
fc96e3d3-68c7-4bfe-bc30-0780f12888c4,AMBER WILLIAMS,laptop A,28.0,276.64,01/30/2025,,"6654 Franklin Lakes, Port Jeremiah, PR 61286"
3ee81f35-302a-4cd0-b9c2-4766ad9bb054,KATELYN MACDONALD,laptop C,13.0,124.1,04-Aug-2024,,"777 Chung Greens, Guzmanberg, VT 87399"
f6ec33ee-c396-45e8-84e6-ee9a980c8344,SHANNON WAGNER,laptop C,2.0,443.56,02-Jul-2024,patriciasmith@example.com,"PSC 1575, Box 4126, APO AP 61161"
e408bf79-b2c8-4c83-a8d2-367bde746825,EMILY BLAIR,laptop C,42.0,124.95,06/25/2024,warnold@example.com,"635 Amy Knolls Suite 961, Floresberg, MT 30354"
30670fc2-b1a2-4708-ac87-ec968d731d96,RYAN WAGNER,laptop C,31.0,189.74,30-Nov-2024,invalid,"4683 Christopher Mall, Port Nicole, MO 37584"
dc7af0a9-af1f-4543-9aa1-46daa700881b,CAITLIN WILSON,laptop A,34.0,124.92,2024-11-30,invalid,"91884 King Parkway, Lake Eric, SD 22947"
4657f6e5-b1f1-493c-833c-803a72ee7a41,JILLIAN SIMON,laptop D,5.0,134.75,07-May-2024,pmarshall@example.net,"703 Holland Coves Apt. 278, Lake Jared, CA 93409"
1f17892b-1be2-4046-b6e7-62ca2b8b2b1f,JONATHAN WATTS MD,laptop A,39.0,183.86,16-Jul-2024,invalid,"943 Cohen Forks Suite 733, Lindsayville, CA 33027"
,,,,,,,
b247793f-8d6c-4b50-82b3-be5ecff8eaeb,LINDSEY BUCHANAN,laptop B,36.0,296.36,09/21/2024,,"0584 Wendy Port, Virginiabury, NH 27216"
e0cbd838-ce71-4550-91cf-5c1eeb5fe9c3,KAITLYN ANDERSON,laptop B,48.0,50.82,07/15/2024,andreamiller@example.com,"9233 Moody Loop Suite 664, New Vickiberg, CT 48151"
817d78f9-dc9a-41b4-984c-b03194c26c75,REBECCA PEREZ,laptop A,22.0,229.37,04/25/2024,alexanderwanda@example.net,"1189 Lori Loop, Lake Sarahton, MP 67989"
e2d46caa-d5fb-4327-bf4b-46c609a21c7a,TAYLOR PORTER,laptop D,13.0,413.82,26-Mar-2024,,"645 Carrie Burg Apt. 452, New Jesusborough, VT 46010"
cf1421e3-61ad-4b38-ace5-ce6621683349,LAUREN DAY,laptop D,40.0,457.48,2024-06-13,invalid,"55516 Johnson Junction, Timothyton, PW 97389"
95fedeea-37aa-4c6c-903f-f73ddd2a3861,JOHN DANIEL,laptop A,18.0,167.45,2024-10-23,,"968 Christine Burgs Apt. 962, North Adam, NY 79038"
798189c4-82b8-4c07-82fc-a30aaa44d25e,EMILY EDWARDS,laptop C,23.0,448.46,27-Dec-2024,invalid,"0873 Hartman Shores Suite 817, Ricardohaven, TX 26148"
fa754c0c-23c9-44f9-afe6-a43f664903fd,CHARLES VARGAS,laptop C,16.0,208.79,2025-01-06,dominguezcalvin@example.net,"8525 David Corners, Sullivanshire, WI 18801"
b80310ed-6496-4f6a-b1f2-28eec08a359a,MRS. MORGAN MORALES,laptop D,49.0,205.86,06/25/2024,,"0373 Eric Cove, Longchester, SC 24265"
42078076-9011-4411-98f7-f545c53d6fe5,MARIA BARTLETT,laptop D,13.0,440.45,2024-06-04,invalid,"0443 Blankenship Ford Apt. 588, Chenborough, GA 31629"
c4ec1bc9-5e45-419f-a6da-aeee7c4f20b7,KEVIN MCFARLAND,laptop D,36.0,324.89,06/07/2024,greencory@example.com,"3517 Travis Land Apt. 698, Rodgerschester, FM 42386"
270e0d96-d8ad-44c5-88b5-c3f3ca41ca0a,BRIAN SKINNER,laptop C,13.0,381.32,20-Mar-2024,cmeyer@example.org,"7613 Melton Manor Suite 685, Michaelfort, KY 95547"
1d279d97-bf2c-476c-9e71-c33eec7dda14,DENISE PEREZ,laptop C,44.0,324.0,2024-11-25,,"077 Albert Lock, East Karishire, NM 59794"
da7154c2-2814-4f1d-80cd-dee18afb365d,MARK FIGUEROA,laptop B,44.0,171.48,01/24/2025,,"84194 Cynthia Pines Apt. 914, Ellenmouth, MI 23989"
dd52708e-5100-40e7-814d-9667cdb72f32,ALEXANDRIA GARCIA,laptop A,18.0,274.3,23-Oct-2024,,"91023 Heather Parks Suite 965, Port Anthony, TX 87840"
1ed68890-cb47-41b7-bd31-406ab1ef27cf,NATASHA HARTMAN,laptop B,7.0,403.18,2024-03-05,invalid,"114 John Springs Suite 953, Patrickmouth, IA 08601"
c2e81017-52c2-4e2d-b064-b85d744f9397,THOMAS MCINTOSH,laptop B,18.0,390.13,2024-07-07,invalid,"60525 Johnson Village, Baileyland, SC 98266"
562b54dd-e492-42ec-80d9-c3058ef248e9,RICKY LEWIS,laptop C,17.0,34.94,23-May-2024,invalid,"782 Brandon Summit, New Donald, AS 60606"
fba77426-cc4b-4a07-9993-c16327b0560d,JAMES AGUILAR,laptop C,14.0,327.02,2024-08-28,,"9090 Santiago Rest, Ryanview, PW 63063"
f797b3b5-3101-4963-9d4d-dd87558fc0e4,JOHN FORD,laptop A,11.0,309.64,18-Oct-2024,invalid,"1264 Gilbert Parkways Suite 290, West Robertchester, CT 17072"
8c0a76ee-fe9a-4b64-8654-d5f37b69b135,PETER PEREZ,laptop A,38.0,181.16,2024-04-03,invalid,"55411 Brown Valley Apt. 279, Michelleshire, NJ 38434"
